organism	NCBI_taxonomy_id	NCBI_bioProjectAccession	NCBI_bioProjectID	Group	SubGroup	A1le	T1le	G1le	C1le	A2le	T2le	G2le	C2le	A4le	T4le	G4le	C4le	A1la	T1la	G1la	C1la	A2la	T2la	G2la	C2la	A4la	T4la	G4la	C4la	genomicGC	ioAle	ioTle	ioGle	ioCle	genes	genomicLen	habitatNCBI	habitatGold	habitatImg
NC_016902	Escherichia coli KO11FL	595495	PRJNA52593	52593	Proteobacteria	Gammaproteobacteria	427893	338210	462025	320364	85408	113844	60878	131796	54185	94127	147056	107219	341550	273226	354141	257630	69185	90321	43664	109357	45316	69652	106235	95240	50.84	86777	87594	91014	86238	4534	4920168	NA	NA	NA
NC_007510	Burkholderia sp. 383	269483	PRJNA58073	58073	Proteobacteria	Betaproteobacteria	277501	253383	398940	297706	21191	30673	58586	138657	15686	22310	189074	150192	196669	178415	275412	222737	16689	18784	36482	102302	13178	12797	124658	120051	66.21	41963	42962	85152	79977	3334	3694126	Multiple	Environmental	Environmental
NC_009879	Rickettsia canadensis str. McKiel	293613	PRJNA58159	58159	Proteobacteria	Alphaproteobacteria	121892	82571	81371	54025	39570	47935	10030	10663	20960	29868	7184	5822	78166	52971	46582	33798	24944	29305	4930	8565	13439	17065	3511	4450	31.05	80648	79260	38270	33058	1090	1159772	HostAssociated	NA	Host-associated
NC_008060	Burkholderia cenocepacia AU 1054	331271	PRJNA58371	58371	Proteobacteria	Betaproteobacteria	237308	219051	348483	261187	17891	25511	49432	121887	10990	15863	168618	135933	177566	161613	254416	203344	15005	17784	33466	94071	9622	10087	119132	109994	66.94	38113	38901	78789	74897	2965	3294563	NA	Host-associated	Host-associated
NC_013504	Lactobacillus johnsonii FI9785	633699	PRJNA41735	41735	Firmicutes	Bacilli	270587	177228	202747	131878	84002	102270	27791	30023	53932	73792	12893	15536	74770	52349	51390	38424	22311	26744	5118	10770	13993	20811	2616	6470	34.49	29334	27865	16448	13031	1710	1755993	NA	NA	Host-associated
NC_009497	Mycoplasma agalactiae PG2	347257	PRJNA61619	61619	Tenericutes	Mollicutes	114000	69291	65920	42729	39561	39212	7901	13718	19245	24229	2681	4919	76623	47070	40857	28119	25330	26952	5017	9485	11898	15788	1844	3241	29.71	22428	21047	9473	8924	742	877438	HostAssociated	Host-associated	Host-associated
NC_013799	Hydrogenobacter thermophilus TK-6	608538	PRJNA45927	45927	Aquificae	Aquificae	163449	132048	148655	91736	45790	37480	38492	39505	28162	40055	22085	27175	163785	129543	148316	89781	47204	37617	38681	37855	27738	39897	21389	26088	44	10208	10032	8037	8079	1893	1743135	NA	NA	Environmental
NC_015913	Candidatus Arthromitus sp. SFB-mouse-Japan	1029718	PRJNA71379	71379	Firmicutes	Clostridia	290591	195187	183353	90381	87495	128157	32991	13747	46045	57860	11250	5174	59990	39637	28180	21990	18133	21272	2253	6968	11556	10318	1031	2325	28.26	30865	29134	15371	8940	1491	1620005	NA	NA	Host-associated
NC_012984	Lactobacillus plantarum JDM1	644042	PRJNA59361	59361	Firmicutes	Bacilli	391344	282435	357063	252400	86109	140757	58879	80591	66491	86657	88331	63167	133657	97493	109578	93247	29540	39841	13773	34747	22114	28934	19983	33331	44.66	91602	92502	82447	66620	2948	3197756	NA	Engineered	Host-associated
NC_012969	Methylovorus glucosetrophus SIP3-4	582744	PRJNA59367	59367	Proteobacteria	Betaproteobacteria	278414	216141	305241	215542	40591	73680	55045	87187	28699	47515	93850	100370	204108	158090	215998	161081	31543	46290	33958	73979	22120	26326	64394	84129	54.86	26461	27221	32519	30227	2817	2995511	Aquatic	Environmental	Environmental
NC_015580	Novosphingobium sp. PP1Y	702113	PRJNA67383	67383	Proteobacteria	Alphaproteobacteria	271974	240302	388521	274423	26487	40345	59194	120028	23092	38266	127914	159458	245041	212046	343354	251211	24690	31830	49866	110870	22027	29720	107630	154251	63.71	54003	54437	96459	92964	3442	3911486	NA	NA	NA
NC_016041	Glaciecola nitratireducens FR1064	1085623	PRJNA73759	73759	Proteobacteria	Gammaproteobacteria	419722	312165	381271	258757	112358	140799	56390	86579	80382	106783	60958	61160	303011	221547	262097	187119	82806	95717	35342	68370	59228	69090	38067	50337	42.3	78768	79738	59699	55458	3654	4134229	NA	Host-associated	Environmental
NC_008260	Alcanivorax borkumensis SK2	393595	PRJNA58169	58169	Proteobacteria	Gammaproteobacteria	267729	224568	331383	214361	43284	82928	60517	88481	32297	62789	101334	81952	193268	147971	212144	156844	35454	39769	28036	79231	27268	30794	50194	82108	54.73	50022	56181	69925	57734	2755	3120143	Aquatic	Environmental	Environmental
NC_002754	Sulfolobus solfataricus P2	273057	PRJNA57721	57721	Crenarchaeota	Thermoprotei	275398	211244	211132	121613	87663	91921	44948	44965	60281	59095	21015	20797	258444	198937	201764	114535	83284	85087	43869	42968	56822	55745	20836	20209	35.79	114236	112563	64107	64277	2978	2992245	Specialized	Environmental	NA
NC_015519	Tepidanaerobacter acetatoxydans Re1	1209989	PRJNA66873	66873	Firmicutes	Clostridia	438495	302759	352108	208782	131263	139864	53695	61396	87433	90934	42353	47442	70805	51378	55006	36257	19369	22965	8472	10797	13391	16067	6100	9128	37.53	91223	78400	56323	44784	2525	2759867	NA	NA	Engineered
NC_011666	Methylocella silvestris BL2	395965	PRJNA59433	59433	Proteobacteria	Alphaproteobacteria	284912	262312	409195	310004	32216	58984	61214	109744	21740	35499	146529	178597	249724	228871	356361	274261	29291	48765	51421	99788	20477	28568	122998	162684	63.08	76417	77895	133603	130373	3819	4305430	Terrestrial	NA	Environmental
NC_005126	Photorhabdus luminescens subsp. laumondii TTO1	243265	PRJNA61593	61593	Proteobacteria	Gammaproteobacteria	515219	392517	490705	337747	127307	195608	79519	99389	85040	138209	106889	74589	378139	272711	318031	243388	98959	123761	38769	84193	68122	83591	55902	70939	42.83	227326	240274	189426	161115	4683	5688987	HostAssociated	Host-associated	Host-associated
NC_016810	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	216597	PRJNA86645	86645	Proteobacteria	Gammaproteobacteria	432036	348114	475823	329383	80632	118899	66501	135474	47915	83209	165843	119763	310875	250528	326118	240425	59250	79997	40962	102581	35372	53909	104859	101233	52.18	95836	96746	109067	100139	4449	4878012	NA	NA	Host-associated
NC_009792	Citrobacter koseri ATCC BAA-895	290338	PRJNA58143	58143	Proteobacteria	Gammaproteobacteria	403537	332689	446966	312855	71762	99147	62028	141489	39931	75891	165560	117286	351228	286478	377891	276293	62744	81795	50756	128140	37604	58997	132395	114329	53.83	48862	49718	58752	55802	4978	4720462	Multiple	NA	Host-associated
NC_013511	Mycoplasma hominis	2098	PRJNA41875	41875	Tenericutes	Mollicutes	84533	51200	43392	29853	31410	31358	4596	7541	15259	13931	1564	2940	66275	39069	32679	21836	24146	24009	3163	6352	11181	10251	1175	2102	27.12	16201	15981	5851	5711	523	665445	NA	NA	Host-associated
NC_009641	Staphylococcus aureus subsp. aureus str. Newman	426430	PRJNA58839	58839	Firmicutes	Bacilli	434558	279912	309123	200196	149084	165097	29821	44962	93823	91023	29437	17868	109551	78055	72533	54169	35603	41811	5839	14670	22932	24773	5216	7269	32.89	118621	104459	60458	47408	2614	2878897	NA	NA	NA
NC_009615	Parabacteroides distasonis ATCC 8503	435591	PRJNA58301	58301	Bacteroidetes/Chlorobi group	Bacteroidetes	521893	396049	456320	287570	88793	183251	113673	106151	63617	111967	109056	76398	365904	264258	297902	203920	72058	97635	60616	96230	55091	59673	60078	70681	45.06	67915	71947	62631	54123	3849	4811379	HostAssociated	Host-associated	Host-associated
NC_015259	Polymorphum gilvum SL003B-26A1	991905	PRJNA65447	65447	Proteobacteria	Alphaproteobacteria	335006	318070	515734	358669	22544	35053	81254	178458	18033	29446	195819	236050	246608	229177	373398	272247	17806	22676	55364	134739	14813	18419	133110	186629	67.22	49470	50568	101652	97585	4324	4649365	NA	Host-associated	Environmental
NC_007434	Burkholderia pseudomallei 1710b	320372	PRJNA58391	58391	Proteobacteria	Betaproteobacteria	315197	287011	509045	379159	24205	42447	72171	158341	22925	29906	226068	194831	249212	225679	420594	340820	23534	32435	51261	136574	26696	30570	169352	177899	67.61	73402	75796	157709	146428	3733	4126292	Terrestrial	Host-associated	NA
NC_007618	Brucella melitensis biovar Abortus 2308	359391	PRJNA62937	62937	Proteobacteria	Alphaproteobacteria	171606	144364	215289	156875	22287	38887	33620	50996	15377	35952	68506	76056	106898	89214	128833	99489	15335	22434	17750	34241	12192	18048	37204	52351	57.16	61903	64484	85746	80975	2000	2121359	HostAssociated	NA	Engineered
NC_015224	Yersinia enterocolitica subsp. palearctica 105.5R(r)	994476	PRJNA63663	63663	Proteobacteria	Gammaproteobacteria	378696	304368	396990	274615	86570	135794	60297	90801	58823	97634	96092	83493	294034	231064	291329	215009	68554	99029	40298	75859	47384	66648	66779	74454	47	149686	154808	140083	129685	3936	4552104	NA	Host-associated	Host-associated
NC_013949	Helicobacter mustelae 12198	679897	PRJNA46647	46647	Proteobacteria	delta/epsilon subdivisions	168729	123584	137312	89546	37003	61576	31729	24821	26164	28518	22436	30014	129030	87835	92314	69375	30683	39202	17074	23544	21852	16608	12536	26963	42.47	35465	37094	28851	24488	1399	1578097	NA	NA	Host-associated
NC_010816	Bifidobacterium longum DJO10A	205913	PRJNA58833	58833	Actinobacteria	Actinobacteria	232704	183986	276579	197313	21737	31181	47981	93263	17967	32606	78022	120925	115790	91791	136892	102148	11119	17014	23384	47350	10624	13648	42731	58952	60.15	37198	36247	55381	55760	1989	2375792	HostAssociated	Host-associated	Host-associated
NC_008705	Mycobacterium sp. KMS	189918	PRJNA58491	58491	Actinobacteria	Actinobacteria	426326	398643	690695	486759	29379	35772	97152	251100	33330	40440	277836	295800	299406	285388	485909	350273	20540	23994	65414	181546	24490	25397	195602	215818	68.44	27584	27249	58726	57460	5460	5737227	Multiple	Host-associated	Environmental
NC_012947	Escherichia coli 'BL21-Gold(DE3)pLysS AG'	866768	PRJNA59245	59245	Proteobacteria	Gammaproteobacteria	381180	305186	414597	286998	76827	102001	53703	118131	47508	85043	132630	95993	318252	256908	332521	242060	64118	83772	40197	102047	42626	65906	99556	90081	50.84	95367	95601	100531	95050	4229	4570938	Multiple	NA	Engineered
NC_000921	Helicobacter pylori J99	85963	PRJNA57789	57789	Proteobacteria	delta/epsilon subdivisions	189257	126902	134493	84962	61584	66478	24957	32465	12985	32783	27597	23765	144914	97028	99643	67339	46793	49742	16107	26492	10422	25265	18286	20830	39.19	28985	29672	19570	17848	1503	1643831	HostAssociated	Host-associated	Host-associated
NC_009457	Vibrio cholerae O395	345073	PRJNA58425	58425	Proteobacteria	Gammaproteobacteria	293300	227369	296166	210027	70057	92102	45403	69371	43168	72617	73970	60374	200950	154747	191634	148048	48588	57371	25211	52335	29712	44367	43189	51859	47.78	45897	47134	44311	39858	2742	3024069	Aquatic	Host-associated	Host-associated
NC_016633	Sphaerochaeta pleomorpha str. Grapes	158190	PRJNA82365	82365	Spirochaetes	Spirochaetia	358418	299504	338496	231176	69990	108213	71052	80000	59239	84012	60327	86102	259149	205721	225755	164191	54785	63324	43179	66866	48223	47461	38119	65123	46.2	57574	60996	52978	48380	3168	3590853	NA	Host-associated	Environmental
NC_015177	Pedobacter saltans DSM 12145	762903	PRJNA61349	61349	Bacteroidetes/Chlorobi group	Bacteroidetes	569534	394147	431819	269612	166369	213249	72438	78414	109147	121183	59358	44308	341699	233568	236831	160232	104278	111394	33814	59446	58415	71424	26945	33199	36.58	95676	94181	59504	49842	3794	4635236	Terrestrial	Environmental	Environmental
NC_013204	Eggerthella lenta DSM 2243	479437	PRJNA59079	59079	Actinobacteria	Actinobacteria	331975	301733	462522	305278	21313	32696	86239	162586	17903	33741	176620	176956	159612	139930	207659	143977	13918	12387	35388	81192	12916	11581	71099	89084	64.2	54212	56440	102107	95163	3070	3632260	HostAssociated	Host-associated	Host-associated
NC_014098	Kyrpidia tusciae DSM 2912	562970	PRJNA48361	48361	Firmicutes	Bacilli	332072	302002	474951	285992	56395	86744	82603	130157	38128	49279	182252	131854	103712	93279	134966	95680	18640	23586	21343	42725	13823	14518	46381	47560	59.11	84053	87407	133038	112930	3156	3384766	NA	Environmental	Environmental
NC_016078	Pelagibacterium halotolerans B2	1082931	PRJNA74393	74393	Proteobacteria	Alphaproteobacteria	271595	248789	374441	267919	31970	54397	52804	102475	23446	38392	121996	159138	259867	238035	355035	261984	31254	49867	49312	100335	23970	35518	114268	157117	61.37	42926	44098	70246	68377	3878	3944837	NA	Environmental	Environmental
NC_004547	Pectobacterium atrosepticum SCRI1043	218491	PRJNA57957	57957	Proteobacteria	Gammaproteobacteria	433892	352344	471866	328529	81201	127551	72295	133345	58503	98979	157055	101060	333234	265418	339651	261553	63562	83397	47117	113194	51093	62977	99563	101598	50.97	107329	111890	119540	107157	4475	5064019	Multiple	Host-associated	Host-associated
NC_008769	Mycobacterium bovis BCG str. Pasteur 1173P2	410289	PRJNA58781	58781	Actinobacteria	Actinobacteria	313223	297377	518949	350366	28281	53332	73709	171514	39042	50476	200096	187438	223329	206135	363671	253492	20675	32701	44613	125050	32235	30710	128725	147355	65.64	39043	40847	76611	73731	3949	4374522	HostAssociated	NA	Host-associated
NC_011528	Coxiella burnetii CbuK_Q154	434924	PRJNA58895	58895	Proteobacteria	Gammaproteobacteria	179536	140807	161500	116982	56090	68516	22395	32534	27101	40594	34374	33245	129005	99114	106898	85574	39267	46196	13199	25226	18702	28374	20670	26536	42.67	105671	106395	82426	75724	1900	2063100	Multiple	Environmental	Host-associated
NC_014501	Cyanothece sp. PCC 7822	497965	PRJNA52547	52547	Cyanobacteria	Oscillatoriophycideae	481108	360056	415434	315114	167934	189317	47431	75526	81300	121979	61447	86719	516213	384650	444191	335520	181693	202080	49685	80146	87974	127822	65285	93608	40.22	187304	188334	126266	126283	5427	6091620	Aquatic	Environmental	Environmental
NC_014313	Hyphomicrobium denitrificans ATCC 51888	582899	PRJNA50325	50325	Proteobacteria	Alphaproteobacteria	277191	235250	362090	271313	33218	47828	55257	101883	27316	42921	129878	134698	229047	191614	286690	225357	29361	36071	41600	87652	25236	31636	97671	116577	60.81	52552	52900	82472	79589	3514	3638969	Aquatic	NA	NA
NC_009256	Burkholderia vietnamiensis G4	269482	PRJNA58075	58075	Proteobacteria	Betaproteobacteria	270852	241425	387606	291196	20906	30269	59870	133977	14046	19520	178352	152507	193781	171500	270136	216222	16934	19694	38230	98771	11543	12104	122469	116027	66.49	51081	51339	102225	97223	3275	3652814	Multiple	NA	Engineered
NC_012730	Rickettsia peacockii str. Rustic	562019	PRJNA59301	59301	Proteobacteria	Alphaproteobacteria	106767	72926	71962	48454	34388	40786	8792	10976	18119	25120	7156	6493	92667	61745	59530	41926	29284	34477	7274	10112	15530	21162	5572	5716	32.56	120783	122801	59149	57648	927	1288492	HostAssociated	Host-associated	Host-associated
NC_014803	Pseudoalteromonas sp. SM9913	234831	PRJNA61247	61247	Proteobacteria	Gammaproteobacteria	357403	258193	316880	221041	104628	131803	37909	60868	68994	93501	46489	46153	230633	161600	187877	141621	67385	80491	19654	44334	42948	54635	24255	35058	40.38	65533	66299	46929	41844	3078	3332787	Aquatic	Environmental	Environmental
NC_013592	Dickeya dadantii Ech586	590409	PRJNA42519	42519	Proteobacteria	Gammaproteobacteria	399118	336876	463334	322399	66790	115452	75017	141513	46197	80167	175005	110128	297112	242895	317577	243775	54081	71269	43926	115996	38842	50993	105378	101624	53.64	103173	107351	129120	114977	4147	4818394	Multiple	NA	NA
NC_015138	Acidovorax avenae subsp. avenae ATCC 19860	643561	PRJNA42497	42497	Proteobacteria	Betaproteobacteria	366630	344112	581784	421226	22953	33105	92191	211714	18856	24900	245770	256571	313077	288566	487640	375161	22735	23475	72195	187623	19941	16482	200301	232761	68.82	41477	42613	94143	90750	4746	5482170	HostAssociated	Engineered	Host-associated
NC_011725	Bacillus cereus B4264	405532	PRJNA58757	58757	Firmicutes	Bacilli	737400	517206	595822	365980	248418	265006	69916	81106	185703	155894	78009	31046	232507	173160	169121	128812	74823	78524	13698	36108	56230	57784	14267	18729	35.3	170468	153931	101615	73751	5398	5419036	Multiple	Host-associated	Host-associated
NC_009776	Ignicoccus hospitalis KIN4/I	453591	PRJNA58365	58365	Crenarchaeota	Thermoprotei	106111	88207	119405	66570	20384	14196	42201	40176	11497	11897	31070	37761	105069	86643	119580	65988	20211	13531	41870	39883	11278	11868	30590	37375	56.52	9302	9501	12424	11938	1434	1297538	Aquatic	Environmental	NA
NC_014623	Stigmatella aurantiaca DW4/3-1	378806	PRJNA158509	158509	Proteobacteria	delta/epsilon subdivisions	707599	657437	1075828	784711	40959	89225	228087	377112	48193	66695	477420	426134	609238	555933	883587	703039	39155	60391	173600	333501	45621	48825	351196	425656	67.46	106300	110900	232921	217426	8352	10260756	NA	Host-associated	Host-associated
NC_008150	Yersinia pestis Antiqua	360102	PRJNA58607	58607	Proteobacteria	Gammaproteobacteria	386992	305012	395905	278825	85370	131567	60673	97680	58688	92133	100870	86883	327961	256909	330340	242358	73113	107210	48375	88061	50580	72305	82913	82821	47.7	136966	139227	128101	122670	4164	4702289	Multiple	Environmental	Environmental
NC_013315	Clostridium difficile CD196	645462	PRJNA41017	41017	Firmicutes	Clostridia	662553	431614	454076	234081	230896	254251	54185	46809	150598	130382	18102	11293	135376	93110	83537	52839	44083	50926	8448	13906	26616	31855	2738	4170	28.56	204835	172619	91113	58748	3464	4110554	NA	Host-associated	Host-associated
NC_002570	Bacillus halodurans C-125	272558	PRJNA57791	57791	Firmicutes	Bacilli	533386	404681	499452	329823	144250	167348	79088	101803	111538	108038	107571	79795	162719	127597	141099	104586	44304	50168	20214	34364	33299	33522	25792	28765	43.69	107640	101308	89028	73876	4066	4202352	Multiple	NA	NA
NC_013928	Streptococcus mutans NN2025	511691	PRJNA46353	46353	Firmicutes	Bacilli	303558	214028	239056	165220	83522	115364	36674	33622	49987	91310	23609	30989	64207	45946	44654	35433	17855	21872	5664	9394	9862	18207	3541	8391	36.85	53351	54347	35003	28212	1895	2013587	HostAssociated	NA	Host-associated
NC_008555	Listeria welshimeri serovar 6b str. SLCC5334	386043	PRJNA61605	61605	Firmicutes	Bacilli	430653	294976	347069	223362	144569	148142	27389	54189	100222	99706	43083	31959	101557	74512	77714	55779	31606	34889	5429	14710	21323	27101	7722	10162	36.35	50358	44040	29570	23977	2774	2814130	Multiple	Host-associated	Host-associated
